NAME;ID;INT;ACT;SOC;SKL;REL;POL;ADD;HEA;OWN;ETH;GEN;AGE;STA;FAM;TRA
Zoo Exhibit;58daa1558bbb0b01f18ec1fd;YES;Entertainment,Tourism;Family,Friends;;;;;;;;;;;;
College Academic Building;4bf58dd8d48988d198941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Arts Building;4bf58dd8d48988d199941735;YES;Education;Friends,Colleagues;Arts;;;;;;;;;;;
College Communications Building;4bf58dd8d48988d19a941735;YES;Education;Friends,Colleagues;Communication;;;;;;;;;;;
College Engineering Building;4bf58dd8d48988d19e941735;YES;Education;Friends,Colleagues;Engineering;;;;;;;;;;;
College History Building;4bf58dd8d48988d19d941735;YES;Education;Friends,Colleagues;History;;;;;;;;;;;
College Math Building;4bf58dd8d48988d19c941735;YES;Education;Friends,Colleagues;Maths;;;;;;;;;;;
College Science Building;4bf58dd8d48988d19b941735;YES;Education;Friends,Colleagues;Sciences;;;;;;;;;;;
College Technology Building;4bf58dd8d48988d19f941735;YES;Education;Friends,Colleagues;Technology;;;;;;;;;;;
College Administrative Building;4bf58dd8d48988d197941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Auditorium;4bf58dd8d48988d1af941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Bookstore;4bf58dd8d48988d1b1941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Cafeteria;4bf58dd8d48988d1a1941735;YES;Eating out;Friends,Colleagues;;;;;;;;;;;;
College Classroom;4bf58dd8d48988d1a0941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Gym;4bf58dd8d48988d1b2941735;YES;Sports;Friends,Colleagues;;;;;;;;;;;;
College Lab;4bf58dd8d48988d1a5941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Library;4bf58dd8d48988d1a7941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Quad;4bf58dd8d48988d1aa941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
College Rec Center;4bf58dd8d48988d1a9941735;YES;Sports,Entertainment;Friends,Colleagues;;;;;;;;;;;;
College Residence Hall;4bf58dd8d48988d1a3941735;YES;Housing;Friends,Colleagues;;;;;;;;;;;;
College Stadium;4bf58dd8d48988d1b4941735;YES;Entertainment,Sports;Friends,Colleagues;;;;;;;;;;;;
College Baseball Diamond;4bf58dd8d48988d1bb941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Basketball Court;4bf58dd8d48988d1ba941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Cricket Pitch;4bf58dd8d48988d1b9941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Football Field;4bf58dd8d48988d1b8941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Hockey Rink;4bf58dd8d48988d1b5941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Soccer Field;4bf58dd8d48988d1b7941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Tennis Court;4e39a9cebd410d7aed40cbc4;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Track;4bf58dd8d48988d1b6941735;YES;Entertainment,Sports;Friends,Colleagues;Sports;;;;;;;;;;;
College Theater;4bf58dd8d48988d1ac941735;YES;Entertainment;Friends,Colleagues;YES;;;;;;;;;;;
Community College;4bf58dd8d48988d1a2941735;YES;Education;Friends,Colleagues;YES;;;;;;;;;;;
Fraternity House;4bf58dd8d48988d1b0941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
General College & University;4bf58dd8d48988d1a8941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
Law School;4bf58dd8d48988d1a6941735;YES;Education;Friends,Colleagues;Law;;;;;;;;;;;
Medical School;4bf58dd8d48988d1b3941735;YES;Education;Friends,Colleagues;Medecine;;;;;;;;;;;
Sorority House;4bf58dd8d48988d141941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
Student Center;4bf58dd8d48988d1ab941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
Trade School;4bf58dd8d48988d1ad941735;YES;Education;Friends,Colleagues;YES;;;;;;;;;;;
University;4bf58dd8d48988d1ae941735;YES;Education;Friends,Colleagues;;;;;;;;;;;;
Christmas Market;52f2ab2ebcbc57f1066b8b3b;YES;Tourism;;;;;;;;;;;;;
Conference;5267e4d9e4b0ec79466e48c6;YES;Entertainment;;;;;;;;;;;;;
Convention;5267e4d9e4b0ec79466e48c9;YES;Entertainment;;;;;;;;;;;;;
Festival;5267e4d9e4b0ec79466e48c7;YES;Tourism,Entertainment;;;;;;;;;;;;;
Line / Queue;58daa1558bbb0b01f18ec1fa;YES;Tourism;;;;;;;;;;;;;
Music Festival;5267e4d9e4b0ec79466e48d1;YES;Entertainment;;;;;;;;;;;;;
Other Event;5267e4d9e4b0ec79466e48c8;YES;Entertainment;;;;;;;;;;;;;
Parade;52741d85e4b0d5d1e3c6a6d9;YES;Tourism,Entertainment;;;;;;;;;;;;;
Stoop Sale;52f2ab2ebcbc57f1066b8b54;YES;Entertainment;;;;;;;;;;;;;
Street Fair;5267e4d8e4b0ec79466e48c5;YES;Tourism,Entertainment;;;;;;;;;;;;;
Afghan Restaurant;503288ae91d4c4b30a586d67;YES;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
African Restaurant;4bf58dd8d48988d1c8941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;Africans;;;;;
Ethiopian Restaurant;4bf58dd8d48988d10a941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
American Restaurant;4bf58dd8d48988d14e941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
New American Restaurant;4bf58dd8d48988d157941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;North Americans;;;;;
Asian Restaurant;4bf58dd8d48988d142941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Burmese Restaurant;56aa371be4b08b9a8d573568;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Cambodian Restaurant;52e81612bcbc57f1066b7a03;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Chinese Restaurant;4bf58dd8d48988d145941735;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Anhui Restaurant;52af3a5e3cf9994f4e043bea;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Beijing Restaurant;52af3a723cf9994f4e043bec;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Cantonese Restaurant;52af3a7c3cf9994f4e043bed;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Cha Chaan Teng;58daa1558bbb0b01f18ec1d3;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Chinese Aristocrat Restaurant;52af3a673cf9994f4e043beb;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Chinese Breakfast Place;52af3a903cf9994f4e043bee;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Dim Sum Restaurant;4bf58dd8d48988d1f5931735;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Dongbei Restaurant;52af3a9f3cf9994f4e043bef;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Fujian Restaurant;52af3aaa3cf9994f4e043bf0;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Guizhou Restaurant;52af3ab53cf9994f4e043bf1;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Hainan Restaurant;52af3abe3cf9994f4e043bf2;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Hakka Restaurant;52af3ac83cf9994f4e043bf3;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Henan Restaurant;52af3ad23cf9994f4e043bf4;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Hong Kong Restaurant;52af3add3cf9994f4e043bf5;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Huaiyang Restaurant;52af3af23cf9994f4e043bf7;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Hubei Restaurant;52af3ae63cf9994f4e043bf6;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Hunan Restaurant;52af3afc3cf9994f4e043bf8;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Imperial Restaurant;52af3b053cf9994f4e043bf9;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Jiangsu Restaurant;52af3b213cf9994f4e043bfa;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Jiangxi Restaurant;52af3b293cf9994f4e043bfb;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Macanese Restaurant;52af3b343cf9994f4e043bfc;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Manchu Restaurant;52af3b3b3cf9994f4e043bfd;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Peking Duck Restaurant;52af3b463cf9994f4e043bfe;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Shaanxi Restaurant;52af3b633cf9994f4e043c01;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Shandong Restaurant;52af3b513cf9994f4e043bff;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Shanghai Restaurant;52af3b593cf9994f4e043c00;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Shanxi Restaurant;52af3b6e3cf9994f4e043c02;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Szechuan Restaurant;52af3b773cf9994f4e043c03;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Taiwanese Restaurant;52af3b813cf9994f4e043c04;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Tianjin Restaurant;52af3b893cf9994f4e043c05;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Xinjiang Restaurant;52af3b913cf9994f4e043c06;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Yunnan Restaurant;52af3b9a3cf9994f4e043c07;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Zhejiang Restaurant;52af3ba23cf9994f4e043c08;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Filipino Restaurant;4eb1bd1c3b7b55596b4a748f;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Himalayan Restaurant;52e81612bcbc57f1066b79fb;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Hotpot Restaurant;52af0bd33cf9994f4e043bdd;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Indonesian Restaurant;4deefc054765f83613cdba6f;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Acehnese Restaurant;52960eda3cf9994f4e043ac9;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Balinese Restaurant;52960eda3cf9994f4e043acb;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Betawinese Restaurant;52960eda3cf9994f4e043aca;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Indonesian Meatball Place;52960eda3cf9994f4e043acc;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Javanese Restaurant;52960eda3cf9994f4e043ac7;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Manadonese Restaurant;52960eda3cf9994f4e043ac8;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Padangnese Restaurant;52960eda3cf9994f4e043ac5;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Sundanese Restaurant;52960eda3cf9994f4e043ac6;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Japanese Restaurant;4bf58dd8d48988d111941735;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Donburi Restaurant;55a59bace4b013909087cb0c;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Japanese Curry Restaurant;55a59bace4b013909087cb30;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Kaiseki Restaurant;55a59bace4b013909087cb21;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Kushikatsu Restaurant;55a59bace4b013909087cb06;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Monjayaki Restaurant;55a59bace4b013909087cb1b;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Nabe Restaurant;55a59bace4b013909087cb1e;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Okonomiyaki Restaurant;55a59bace4b013909087cb18;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Ramen Restaurant;55a59bace4b013909087cb24;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Shabu-Shabu Restaurant;55a59bace4b013909087cb15;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Soba Restaurant;55a59bace4b013909087cb27;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Sukiyaki Restaurant;55a59bace4b013909087cb12;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Sushi Restaurant;4bf58dd8d48988d1d2941735;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Takoyaki Place;55a59bace4b013909087cb2d;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Tempura Restaurant;55a59a31e4b013909087cb00;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Tonkatsu Restaurant;55a59af1e4b013909087cb03;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Udon Restaurant;55a59bace4b013909087cb2a;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Unagi Restaurant;55a59bace4b013909087cb0f;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Wagashi Place;55a59bace4b013909087cb33;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Yakitori Restaurant;55a59bace4b013909087cb09;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Yoshoku Restaurant;55a59bace4b013909087cb36;Japanese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Korean Restaurant;4bf58dd8d48988d113941735;Korean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Bossam/Jokbal Restaurant;56aa371be4b08b9a8d5734e4;Korean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Bunsik Restaurant;56aa371be4b08b9a8d5734f0;Korean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Gukbap Restaurant;56aa371be4b08b9a8d5734e7;Korean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Janguh Restaurant;56aa371be4b08b9a8d5734ed;Korean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Samgyetang Restaurant;56aa371be4b08b9a8d5734ea;Korean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Malay Restaurant;4bf58dd8d48988d156941735;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Mongolian Restaurant;4eb1d5724b900d56c88a45fe;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Noodle House;4bf58dd8d48988d1d1941735;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Satay Restaurant;56aa371be4b08b9a8d57350e;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Thai Restaurant;4bf58dd8d48988d149941735;Thai Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Som Tum Restaurant;56aa371be4b08b9a8d573502;Thai Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Tibetan Restaurant;52af39fb3cf9994f4e043be9;Southeast Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;East Asians & Diaspora;;;;;
Vietnamese Restaurant;4bf58dd8d48988d14a941735;Vietnamese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Southeast Asians & Pacific Islanders;;;;;
Australian Restaurant;4bf58dd8d48988d169941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Austrian Restaurant;52e81612bcbc57f1066b7a01;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
BBQ Joint;4bf58dd8d48988d1df931735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Bagel Shop;4bf58dd8d48988d179941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Bakery;4bf58dd8d48988d16a941735;Bakeries;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Belgian Restaurant;52e81612bcbc57f1066b7a02;French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Bistro;52e81612bcbc57f1066b79f1;French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Breakfast Spot;4bf58dd8d48988d143941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Bubble Tea Shop;52e81612bcbc57f1066b7a0c;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Buffet;52e81612bcbc57f1066b79f4;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
Burger Joint;4bf58dd8d48988d16c941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Cafeteria;4bf58dd8d48988d128941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Café;4bf58dd8d48988d16d941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Cajun / Creole Restaurant;4bf58dd8d48988d17a941735;Caribbean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Caribbean Restaurant;4bf58dd8d48988d144941735;Caribbean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Cuban Restaurant;4bf58dd8d48988d154941735;Caribbean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Caucasian Restaurant;5293a7d53cf9994f4e043a45;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Coffee Shop;4bf58dd8d48988d1e0931735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Comfort Food Restaurant;52e81612bcbc57f1066b7a00;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Creperie;52e81612bcbc57f1066b79f2;French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Czech Restaurant;52f2ae52bcbc57f1066b8b81;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Deli / Bodega;4bf58dd8d48988d146941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Dessert Shop;4bf58dd8d48988d1d0941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Cupcake Shop;4bf58dd8d48988d1bc941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Frozen Yogurt Shop;512e7cae91d4cbb4e5efe0af;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Ice Cream Shop;4bf58dd8d48988d1c9941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Pastry Shop;5744ccdfe4b0c0459246b4e2;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Pie Shop;52e81612bcbc57f1066b7a0a;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Diner;4bf58dd8d48988d147941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Donut Shop;4bf58dd8d48988d148941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Dumpling Restaurant;4bf58dd8d48988d108941735;Chinese Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Dutch Restaurant;5744ccdfe4b0c0459246b4d0;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Eastern European Restaurant;4bf58dd8d48988d109941735;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Belarusian Restaurant;52e928d0bcbc57f1066b7e97;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Bosnian Restaurant;58daa1558bbb0b01f18ec1ee;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Bulgarian Restaurant;56aa371be4b08b9a8d5734f3;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Romanian Restaurant;52960bac3cf9994f4e043ac4;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Tatar Restaurant;52e928d0bcbc57f1066b7e98;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
English Restaurant;52e81612bcbc57f1066b7a05;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Falafel Restaurant;4bf58dd8d48988d10b941735;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Jewish Culture;;;;;
Fast Food Restaurant;4bf58dd8d48988d16e941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
Fish & Chips Shop;4edd64a0c7ddd24ca188df1a;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Fondue Restaurant;52e81612bcbc57f1066b7a09;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Food Court;4bf58dd8d48988d120951735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
Food Stand;56aa371be4b08b9a8d57350b;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Food Truck;4bf58dd8d48988d1cb941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;Low;;
French Restaurant;4bf58dd8d48988d10c941735;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;High;;
Alsatian Restaurant;57558b36e4b065ecebd306b6;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Auvergne Restaurant;57558b36e4b065ecebd306b8;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Basque Restaurant;57558b36e4b065ecebd306bc;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Brasserie;57558b36e4b065ecebd306b0;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Breton Restaurant;57558b36e4b065ecebd306c5;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Burgundian Restaurant;57558b36e4b065ecebd306c0;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Catalan Restaurant;57558b36e4b065ecebd306cb;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Ch'ti Restaurant;57558b36e4b065ecebd306ce;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Corsican Restaurant;57558b36e4b065ecebd306d1;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Estaminet;57558b36e4b065ecebd306b4;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Labour Canteen;57558b36e4b065ecebd306b2;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Lyonese Bouchon;57558b35e4b065ecebd306ad;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Norman Restaurant;57558b36e4b065ecebd306d4;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Provençal Restaurant;57558b36e4b065ecebd306d7;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Savoyard Restaurant;57558b36e4b065ecebd306da;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Southwestern French Restaurant;57558b36e4b065ecebd306ba;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Fried Chicken Joint;4d4ae6fc7a7b7dea34424761;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
