NAME;ID;INT;ACT;SOC;SKL;REL;POL;ADD;HEA;OWN;ETH;GEN;AGE;STA;FAM;TRA
Friterie;55d25775498e9f6a0816a37a;Western European Cuisine,French Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Gastropub;4bf58dd8d48988d155941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;High;;
German Restaurant;4bf58dd8d48988d10d941735;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Apple Wine Pub;56aa371ce4b08b9a8d573583;Western European Cuisine,German Cuisine;Having a drink,Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Bavarian Restaurant;56aa371ce4b08b9a8d573572;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Bratwurst Joint;56aa371ce4b08b9a8d57358e;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Currywurst Joint;56aa371ce4b08b9a8d57358b;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Franconian Restaurant;56aa371ce4b08b9a8d573574;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
German Pop-Up Restaurant;56aa371ce4b08b9a8d573592;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Palatine Restaurant;56aa371ce4b08b9a8d573578;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Rhenisch Restaurant;56aa371ce4b08b9a8d57357b;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Schnitzel Restaurant;56aa371ce4b08b9a8d573587;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Silesian Restaurant;56aa371ce4b08b9a8d57357f;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Swabian Restaurant;56aa371ce4b08b9a8d573576;Western European Cuisine,German Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Gluten-free Restaurant;4c2cd86ed066bed06c3c5209;YES;Eating out;Family,Friends,Colleagues;;;;;Gluten-free;;;;;;;
Greek Restaurant;4bf58dd8d48988d10e941735;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Bougatsa Shop;53d6c1b0e4b02351e88a83e8;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Cretan Restaurant;53d6c1b0e4b02351e88a83e2;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Fish Taverna;53d6c1b0e4b02351e88a83d8;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Grilled Meat Restaurant;53d6c1b0e4b02351e88a83d6;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Kafenio;53d6c1b0e4b02351e88a83e6;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Magirio;53d6c1b0e4b02351e88a83e4;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Meze Restaurant;53d6c1b0e4b02351e88a83da;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Modern Greek Restaurant;53d6c1b0e4b02351e88a83d4;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Ouzeri;53d6c1b0e4b02351e88a83dc;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Patsa Restaurant;53d6c1b0e4b02351e88a83e0;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Souvlaki Shop;52e81612bcbc57f1066b79f3;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Taverna;53d6c1b0e4b02351e88a83d2;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Tsipouro Restaurant;53d6c1b0e4b02351e88a83de;Mediterranean Cuisine,Greek Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Halal Restaurant;52e81612bcbc57f1066b79ff;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;Islam;;;;;Arabs & Middle Easterners;;;;;
Hawaiian Restaurant;52e81612bcbc57f1066b79fe;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;North Americans;;;;;
Hot Dog Joint;4bf58dd8d48988d16f941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Hungarian Restaurant;52e81612bcbc57f1066b79fa;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Indian Restaurant;4bf58dd8d48988d10f941735;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Andhra Restaurant;54135bf5e4b08f3d2429dfe5;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Awadhi Restaurant;54135bf5e4b08f3d2429dff3;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Bengali Restaurant;54135bf5e4b08f3d2429dff5;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Chaat Place;54135bf5e4b08f3d2429dfe2;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Chettinad Restaurant;54135bf5e4b08f3d2429dff2;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Dhaba;54135bf5e4b08f3d2429dfe1;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Dosa Place;54135bf5e4b08f3d2429dfe3;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Goan Restaurant;54135bf5e4b08f3d2429dfe8;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Gujarati Restaurant;54135bf5e4b08f3d2429dfe9;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Hyderabadi Restaurant;54135bf5e4b08f3d2429dfe6;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Indian Chinese Restaurant;54135bf5e4b08f3d2429dfdf;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Indian Sweet Shop;54135bf5e4b08f3d2429dfe4;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Irani Cafe;54135bf5e4b08f3d2429dfe7;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Jain Restaurant;54135bf5e4b08f3d2429dfea;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Karnataka Restaurant;54135bf5e4b08f3d2429dfeb;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Kerala Restaurant;54135bf5e4b08f3d2429dfed;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Maharashtrian Restaurant;54135bf5e4b08f3d2429dfee;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Mughlai Restaurant;54135bf5e4b08f3d2429dff4;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Multicuisine Indian Restaurant;54135bf5e4b08f3d2429dfe0;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
North Indian Restaurant;54135bf5e4b08f3d2429dfdd;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Northeast Indian Restaurant;54135bf5e4b08f3d2429dff6;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Parsi Restaurant;54135bf5e4b08f3d2429dfef;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Punjabi Restaurant;54135bf5e4b08f3d2429dff0;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Rajasthani Restaurant;54135bf5e4b08f3d2429dff1;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
South Indian Restaurant;54135bf5e4b08f3d2429dfde;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Udupi Restaurant;54135bf5e4b08f3d2429dfec;South Asian Cuisine,Indian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Irish Pub;52e81612bcbc57f1066b7a06;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Italian Restaurant;4bf58dd8d48988d110941735;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Abruzzo Restaurant;55a5a1ebe4b013909087cbb6;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Agriturismo;55a5a1ebe4b013909087cb7c;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Aosta Restaurant;55a5a1ebe4b013909087cba7;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Basilicata Restaurant;55a5a1ebe4b013909087cba1;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Calabria Restaurant;55a5a1ebe4b013909087cba4;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Campanian Restaurant;55a5a1ebe4b013909087cb95;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Emilia Restaurant;55a5a1ebe4b013909087cb89;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Friuli Restaurant;55a5a1ebe4b013909087cb9b;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Ligurian Restaurant;55a5a1ebe4b013909087cb98;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Lombard Restaurant;55a5a1ebe4b013909087cbbf;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Malga;55a5a1ebe4b013909087cb79;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Marche Restaurant;55a5a1ebe4b013909087cbb0;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Molise Restaurant;55a5a1ebe4b013909087cbb3;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Piadineria;55a5a1ebe4b013909087cb74;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Piedmontese Restaurant;55a5a1ebe4b013909087cbaa;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Puglia Restaurant;55a5a1ebe4b013909087cb83;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Romagna Restaurant;55a5a1ebe4b013909087cb8c;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Roman Restaurant;55a5a1ebe4b013909087cb92;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Sardinian Restaurant;55a5a1ebe4b013909087cb8f;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Sicilian Restaurant;55a5a1ebe4b013909087cb86;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
South Tyrolean Restaurant;55a5a1ebe4b013909087cbb9;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Trattoria/Osteria;55a5a1ebe4b013909087cb7f;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Trentino Restaurant;55a5a1ebe4b013909087cbbc;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Tuscan Restaurant;55a5a1ebe4b013909087cb9e;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Umbrian Restaurant;55a5a1ebe4b013909087cbc2;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Veneto Restaurant;55a5a1ebe4b013909087cbad;Mediterranean Cuisine,Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Jewish Restaurant;52e81612bcbc57f1066b79fd;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;Judaism;;;;;Jewish Culture;;;;;
Kosher Restaurant;52e81612bcbc57f1066b79fc;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;Judaism;;;;;Jewish Culture;;;;;
Juice Bar;4bf58dd8d48988d112941735;YES;Having a drink;Family,Friends,Colleagues;;;;;;;;;;;;
Kebab Restaurant;5283c7b4e4b094cb91ec88d7;Middle Eastern Cuisine,Greek Cuisine,Mediterranean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Latin American Restaurant;4bf58dd8d48988d1be941735;Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Arepa Restaurant;4bf58dd8d48988d152941735;Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Empanada Restaurant;52939a8c3cf9994f4e043a35;Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Salvadoran Restaurant;5745c7ac498e5d0483112fdb;Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
South American Restaurant;4bf58dd8d48988d1cd941735;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Argentinian Restaurant;4bf58dd8d48988d107941735;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Brazilian Restaurant;4bf58dd8d48988d16b941735;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Acai House;5294c7523cf9994f4e043a62;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Baiano Restaurant;52939ae13cf9994f4e043a3b;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Central Brazilian Restaurant;52939a9e3cf9994f4e043a36;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Churrascaria;52939a643cf9994f4e043a33;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Empada House;5294c55c3cf9994f4e043a61;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Goiano Restaurant;52939af83cf9994f4e043a3d;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Mineiro Restaurant;52939aed3cf9994f4e043a3c;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Northeastern Brazilian Restaurant;52939aae3cf9994f4e043a37;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Northern Brazilian Restaurant;52939ab93cf9994f4e043a38;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Pastelaria;5294cbda3cf9994f4e043a63;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Southeastern Brazilian Restaurant;52939ac53cf9994f4e043a39;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Southern Brazilian Restaurant;52939ad03cf9994f4e043a3a;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Tapiocaria;52939a7d3cf9994f4e043a34;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Colombian Restaurant;58daa1558bbb0b01f18ec1f4;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Peruvian Restaurant;4eb1bfa43b7b52c0e1adc2e8;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Venezuelan Restaurant;56aa371be4b08b9a8d573558;South American Cuisine,Latin American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Mac & Cheese Joint;4bf58dd8d48988d1bf941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Mediterranean Restaurant;4bf58dd8d48988d1c0941735;Mediterranean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Moroccan Restaurant;4bf58dd8d48988d1c3941735;Mediterranean Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Mexican Restaurant;4bf58dd8d48988d1c1941735;South American Cuisine,Mexican Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Botanero;58daa1558bbb0b01f18ec1d9;South American Cuisine,Mexican Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Burrito Place;4bf58dd8d48988d153941735;South American Cuisine,Mexican Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Taco Place;4bf58dd8d48988d151941735;South American Cuisine,Mexican Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Tex-Mex Restaurant;56aa371ae4b08b9a8d5734ba;South American Cuisine,Mexican Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Yucatecan Restaurant;5744ccdfe4b0c0459246b4d3;South American Cuisine,Mexican Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Latinos & Latin-Americans;;;;;
Middle Eastern Restaurant;4bf58dd8d48988d115941735;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Israeli Restaurant;56aa371be4b08b9a8d573529;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Jewish Culture;;;;;
Kurdish Restaurant;5744ccdfe4b0c0459246b4ca;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Lebanese Restaurant;58daa1558bbb0b01f18ec1cd;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Persian Restaurant;52e81612bcbc57f1066b79f7;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Ash and Haleem Place;58daa1558bbb0b01f18ec1bc;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Dizi Place;58daa1558bbb0b01f18ec1c0;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Gilaki Restaurant;58daa1558bbb0b01f18ec1c4;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Jegaraki;58daa1558bbb0b01f18ec1c7;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Tabbakhi;5744ccdfe4b0c0459246b4a8;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Modern European Restaurant;52e81612bcbc57f1066b79f9;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Molecular Gastronomy Restaurant;4bf58dd8d48988d1c2941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;High;;
Pakistani Restaurant;52e81612bcbc57f1066b79f8;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Pet Café;56aa371be4b08b9a8d573508;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Pizza Place;4bf58dd8d48988d1ca941735;Italian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Polish Restaurant;52e81612bcbc57f1066b7a04;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Portuguese Restaurant;4def73e84765ae376e57713a;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Poutine Place;56aa371be4b08b9a8d5734c7;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;North Americans;;;;;
Restaurant;4bf58dd8d48988d1c4941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Russian Restaurant;5293a7563cf9994f4e043a44;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Blini House;52e928d0bcbc57f1066b7e9d;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Pelmeni House;52e928d0bcbc57f1066b7e9c;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Salad Place;4bf58dd8d48988d1bd941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Sandwich Place;4bf58dd8d48988d1c5941735;YES;Eating out;Family,Friends,Colleagues;;;;;Vegetarian;;;;;;;
Scandinavian Restaurant;4bf58dd8d48988d1c6941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Scottish Restaurant;5744ccdde4b0c0459246b4a3;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Seafood Restaurant;4bf58dd8d48988d1ce941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;High;;
Slovak Restaurant;56aa371be4b08b9a8d57355a;Eastern European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Eastern Europeans;;;;;
Snack Place;4bf58dd8d48988d1c7941735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Soup Place;4bf58dd8d48988d1dd931735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Southern / Soul Food Restaurant;4bf58dd8d48988d14f941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Spanish Restaurant;4bf58dd8d48988d150941735;Mediterranean Cuisine,Spanish Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Paella Restaurant;4bf58dd8d48988d14d941735;Mediterranean Cuisine,Spanish Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Tapas Restaurant;4bf58dd8d48988d1db931735;Mediterranean Cuisine,Spanish Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Sri Lankan Restaurant;5413605de4b0ae91d18581a9;South Asian Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;South Asians & Diaspora;;;;;
Steakhouse;4bf58dd8d48988d1cc941735;North American Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Swiss Restaurant;4bf58dd8d48988d158941735;Western European Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Western Europeans;;;;;
Tea Room;4bf58dd8d48988d1dc931735;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Theme Restaurant;56aa371be4b08b9a8d573538;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Truck Stop;57558b36e4b065ecebd306dd;YES;Eating out;Family,Friends,Colleagues;;;;;;;;;;;;
Turkish Restaurant;4f04af1f2fb6e1c99f3db0bb;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
Borek Place;530faca9bcbc57f1066bc2f3;Middle Eastern Cuisine;Eating out;Family,Friends,Colleagues;;;;;;;Arabs & Middle Easterners;;;;;
