ID;INT;ACT;SOC;SKL;REL;POL;ADD;HEA;OWN;ETH;GEN;AGE;STA;FAM
4bf58dd8d48988d10a941735;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d14e941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d157941735;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d142941735;YES;Eating;YES;;;;;;;;;;;
56aa371be4b08b9a8d573568;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b7a03;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d145941735;YES;Eating;YES;;;;;;;YES;;;;
52af3a5e3cf9994f4e043bea;YES;Eating;YES;;;;;;;YES;;;;
52af3a723cf9994f4e043bec;YES;Eating;YES;;;;;;;YES;;;;
52af3a7c3cf9994f4e043bed;YES;Eating;YES;;;;;;;YES;;;;
58daa1558bbb0b01f18ec1d3;YES;Eating;YES;;;;;;;YES;;;;
52af3a673cf9994f4e043beb;YES;Eating;YES;;;;;;;YES;;;;
52af3a903cf9994f4e043bee;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d1f5931735;YES;Eating;YES;;;;;;;YES;;;;
52af3a9f3cf9994f4e043bef;YES;Eating;YES;;;;;;;YES;;;;
52af3aaa3cf9994f4e043bf0;YES;Eating;YES;;;;;;;YES;;;;
52af3ab53cf9994f4e043bf1;YES;Eating;YES;;;;;;;YES;;;;
52af3abe3cf9994f4e043bf2;YES;Eating;YES;;;;;;;YES;;;;
52af3ac83cf9994f4e043bf3;YES;Eating;YES;;;;;;;YES;;;;
52af3ad23cf9994f4e043bf4;YES;Eating;YES;;;;;;;YES;;;;
52af3add3cf9994f4e043bf5;YES;Eating;YES;;;;;;;YES;;;;
52af3af23cf9994f4e043bf7;YES;Eating;YES;;;;;;;YES;;;;
52af3ae63cf9994f4e043bf6;YES;Eating;YES;;;;;;;YES;;;;
52af3afc3cf9994f4e043bf8;YES;Eating;YES;;;;;;;YES;;;;
52af3b053cf9994f4e043bf9;YES;Eating;YES;;;;;;;YES;;;;
52af3b213cf9994f4e043bfa;YES;Eating;YES;;;;;;;YES;;;;
52af3b293cf9994f4e043bfb;YES;Eating;YES;;;;;;;YES;;;;
52af3b343cf9994f4e043bfc;YES;Eating;YES;;;;;;;YES;;;;
52af3b3b3cf9994f4e043bfd;YES;Eating;YES;;;;;;;YES;;;;
52af3b463cf9994f4e043bfe;YES;Eating;YES;;;;;;;YES;;;;
52af3b633cf9994f4e043c01;YES;Eating;YES;;;;;;;YES;;;;
52af3b513cf9994f4e043bff;YES;Eating;YES;;;;;;;YES;;;;
52af3b593cf9994f4e043c00;YES;Eating;YES;;;;;;;YES;;;;
52af3b6e3cf9994f4e043c02;YES;Eating;YES;;;;;;;YES;;;;
52af3b773cf9994f4e043c03;YES;Eating;YES;;;;;;;YES;;;;
52af3b813cf9994f4e043c04;YES;Eating;YES;;;;;;;YES;;;;
52af3b893cf9994f4e043c05;YES;Eating;YES;;;;;;;YES;;;;
52af3b913cf9994f4e043c06;YES;Eating;YES;;;;;;;YES;;;;
52af3b9a3cf9994f4e043c07;YES;Eating;YES;;;;;;;YES;;;;
52af3ba23cf9994f4e043c08;YES;Eating;YES;;;;;;;YES;;;;
4eb1bd1c3b7b55596b4a748f;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b79fb;YES;Eating;YES;;;;;;;YES;;;;
52af0bd33cf9994f4e043bdd;YES;Eating;YES;;;;;;;YES;;;;
4deefc054765f83613cdba6f;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043ac9;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043acb;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043aca;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043acc;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043ac7;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043ac8;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043ac5;YES;Eating;YES;;;;;;;YES;;;;
52960eda3cf9994f4e043ac6;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d111941735;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb0c;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb30;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb21;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb06;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb1b;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb1e;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb18;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb24;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb15;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb27;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb12;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d1d2941735;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb2d;YES;Eating;YES;;;;;;;YES;;;;
55a59a31e4b013909087cb00;YES;Eating;YES;;;;;;;YES;;;;
55a59af1e4b013909087cb03;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb2a;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb0f;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb33;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb09;YES;Eating;YES;;;;;;;YES;;;;
55a59bace4b013909087cb36;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d113941735;YES;Eating;YES;;;;;;;;;;;
56aa371be4b08b9a8d5734e4;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d5734f0;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d5734e7;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d5734ed;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d5734ea;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d156941735;YES;Eating;YES;;;;;;;YES;;;;
4eb1d5724b900d56c88a45fe;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d1d1941735;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d57350e;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d149941735;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d573502;YES;Eating;YES;;;;;;;YES;;;;
52af39fb3cf9994f4e043be9;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d14a941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d169941735;YES;Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b7a01;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d1df931735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d179941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d16a941735;YES;Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b7a02;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b79f1;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d143941735;YES;Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b7a0c;YES;Drinking;YES;;;;;;;;;;;
52e81612bcbc57f1066b79f4;YES;Eating;YES;;;;;;;;;;Low;
4bf58dd8d48988d16c941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d128941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d16d941735;YES;Coffee,Eating;YES;;;;;;;;;;;
4bf58dd8d48988d17a941735;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d144941735;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d154941735;YES;Eating;YES;;;;;;;YES;;;;
5293a7d53cf9994f4e043a45;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d1e0931735;YES;Coffee,Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b7a00;YES;Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b79f2;YES;Eating;YES;;;;;;;YES;;;;
52f2ae52bcbc57f1066b8b81;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d146941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d1d0941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d1bc941735;YES;Eating;YES;;;;;;;;;;;
512e7cae91d4cbb4e5efe0af;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d1c9941735;YES;Eating;YES;;;;;;;;;;;
5744ccdfe4b0c0459246b4e2;YES;Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b7a0a;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d147941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d148941735;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d108941735;YES;Eating;YES;;;;;;;;;;;
5744ccdfe4b0c0459246b4d0;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d109941735;YES;Eating;YES;;;;;;;YES;;;;
52e928d0bcbc57f1066b7e97;YES;Eating;YES;;;;;;;YES;;;;
58daa1558bbb0b01f18ec1ee;YES;Eating;YES;;;;;;;YES;;;;
56aa371be4b08b9a8d5734f3;YES;Eating;YES;;;;;;;YES;;;;
52960bac3cf9994f4e043ac4;YES;Eating;YES;;;;;;;YES;;;;
52e928d0bcbc57f1066b7e98;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b7a05;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d10b941735;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d16e941735;YES;Eating;YES;;;;;;;YES;;;Low;
4edd64a0c7ddd24ca188df1a;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b7a09;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d120951735;YES;Eating;YES;;;;;;;;;;Low;
56aa371be4b08b9a8d57350b;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d1cb941735;YES;Eating;YES;;;;;;;;;;Low;
4bf58dd8d48988d10c941735;YES;Eating;YES;;;;;;;YES;;;High;
57558b36e4b065ecebd306b6;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306b8;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306bc;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306b0;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306c5;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306c0;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306cb;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306ce;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306d1;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306b4;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306b2;YES;Eating;YES;;;;;;;YES;;;;
57558b35e4b065ecebd306ad;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306d4;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306d7;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306da;YES;Eating;YES;;;;;;;YES;;;;
57558b36e4b065ecebd306ba;YES;Eating;YES;;;;;;;YES;;;;
4d4ae6fc7a7b7dea34424761;YES;Eating;YES;;;;;;;;;;;
55d25775498e9f6a0816a37a;YES;Eating;YES;;;;;;;;;;;
4bf58dd8d48988d155941735;YES;Eating;YES;;;;;;;;;;High;
4bf58dd8d48988d10d941735;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d573583;YES;Drinking,Eating;YES;;;;;;;;;;;
56aa371ce4b08b9a8d573572;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d57358e;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d57358b;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d573574;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d573592;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d573578;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d57357b;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d573587;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d57357f;YES;Eating;YES;;;;;;;YES;;;;
56aa371ce4b08b9a8d573576;YES;Eating;YES;;;;;;;YES;;;;
4c2cd86ed066bed06c3c5209;YES;Eating;YES;;;;;Gluten;;;;;;
4bf58dd8d48988d10e941735;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83e8;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83e2;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83d8;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83d6;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83e6;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83e4;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83da;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83d4;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83dc;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83e0;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b79f3;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83d2;YES;Eating;YES;;;;;;;YES;;;;
53d6c1b0e4b02351e88a83de;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b79ff;YES;Eating;YES;;Islam;;;;;YES;;;;
52e81612bcbc57f1066b79fe;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d16f941735;YES;Eating;YES;;;;;;;;;;;
52e81612bcbc57f1066b79fa;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d10f941735;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe5;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff3;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff5;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe2;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff2;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe1;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe3;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe8;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe9;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe6;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfdf;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe4;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe7;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfea;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfeb;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfed;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfee;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff4;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfe0;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfdd;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff6;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfef;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff0;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dff1;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfde;YES;Eating;YES;;;;;;;YES;;;;
54135bf5e4b08f3d2429dfec;YES;Eating;YES;;;;;;;YES;;;;
52e81612bcbc57f1066b7a06;YES;Eating;YES;;;;;;;YES;;;;
4bf58dd8d48988d110941735;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cbb6;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb7c;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cba7;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cba1;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cba4;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb95;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb89;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb9b;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb98;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cbbf;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb79;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cbb0;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cbb3;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb74;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cbaa;YES;Eating;YES;;;;;;;YES;;;;
55a5a1ebe4b013909087cb83;YES;Eating;YES;;;;;;;YES;;;;
